country_raw,year,readiness_rank,readiness_score,era
Austria,2025,20,69.72,1
Azerbaijan,2025,69,51.91,1
Bahamas,2025,123,31.18,1
Bahrain,2025,48,59.57,1
Bangladesh,2025,75,48.37,1
Barbados,2025,155,23.33,1
Belarus,2025,121,32.47,1
Belgium,2025,30,65.17,1
Belize,2025,158,22.68,1
Benin,2025,90,41.71,1
Bhutan,2025,101,39.38,1
Bolivia (Plurinational State of),2025,139,27.48,1
Bosnia and Herzegovina,2025,114,35.67,1
Botswana,2025,109,37.1,1
Brazil,2025,22,69.55,1
Brunei Darussalam,2025,97,40.51,1
Bulgaria,2025,59,56.6,1
Burkina Faso,2025,127,29.45,1
Burundi,2025,185,17.22,1
Cabo Verde,2025,122,32.16,1
Cambodia,2025,118,33.91,1
Cameroon,2025,116,34.91,1
Canada,2025,12,74.66,1
Central African Republic,2025,192,12.8,1
Chad,2025,182,18.31,1
Chile,2025,50,59.3,1
China,2025,8,76.27,1
Colombia,2025,64,56.02,1
Comoros,2025,171,20.67,1
Congo,2025,178,18.6,1
Costa Rica,2025,79,45.92,1
Côte D'Ivoire,2025,95,40.74,1
Croatia,2025,72,49.79,1
Cuba,2025,136,27.92,1
Cyprus,2025,47,59.71,1
Czechia,2025,32,64.56,1
Democratic People's Republic of Korea,2025,167,21.15,1
Democratic Republic of the Congo,2025,144,25.62,1
Denmark,2025,11,74.75,1
Djibouti,2025,148,24.52,1
Dominica,2025,174,19.76,1
Dominican Republic,2025,84,43.73,1
Ecuador,2025,66,53.04,1
Egypt,2025,52,59.1,1
El Salvador,2025,104,38.88,1
Equatorial Guinea,2025,187,16.18,1
Eritrea,2025,193,12.7,1
Estonia,2025,21,69.56,1
Eswatini,2025,137,27.7,1
Ethiopia,2025,91,41.58,1
Fiji,2025,108,37.26,1
Finland,2025,18,70.3,1
France,2025,2,80.81,1
Gabon,2025,133,28.41,1
Gambia (Republic of The),2025,153,23.64,1
Georgia,2025,87,42.75,1
Germany,2025,6,76.78,1
Ghana,2025,78,47.42,1
Greece,2025,42,60.51,1
Grenada,2025,176,19.36,1
Guatemala,2025,129,29.34,1
Guinea,2025,183,17.81,1
Guinea Bissau,2025,195,12.12,1
Guyana,2025,146,25.47,1
Haiti,2025,190,14.94,1
Honduras,2025,157,22.96,1
Hungary,2025,35,63.17,1
Iceland,2025,44,60.49,1
India,2025,27,66.55,1
Indonesia,2025,46,59.87,1
Iran (Islamic Republic of),2025,76,48.34,1
Iraq,2025,128,29.37,1
Ireland,2025,17,70.58,1
Israel,2025,16,71.32,1
Italy,2025,25,68.81,1
Jamaica,2025,99,40.09,1
Japan,2025,14,72.24,1
Jordan,2025,63,56.07,1
Kazakhstan,2025,58,56.7,1
Kenya,2025,68,52.55,1
Kiribati,2025,150,23.9,1
Kuwait,2025,83,43.79,1
Kyrgyzstan,2025,119,33.28,1
Lao People's Democratic Republic,2025,125,29.92,1
Latvia,2025,51,59.14,1
Lebanon,2025,117,34.26,1
Lesotho,2025,131,28.95,1
Liberia,2025,189,15.65,1
Libya,2025,134,28.38,1
Liechtenstein,2025,98,40.19,1
Lithuania,2025,29,65.31,1
Luxembourg,2025,33,64.28,1
Madagascar,2025,168,20.93,1
Malawi,2025,149,24.22,1
Malaysia,2025,38,62.34,1
Maldives,2025,143,26.39,1
Mali,2025,152,23.78,1
Malta,2025,39,61.48,1
Marshall Islands,2025,177,18.92,1
Mauritania,2025,138,27.58,1
Mauritius,2025,67,52.76,1
Mexico,2025,77,48.33,1
Micronesia (Federated States of),2025,172,20.6,1
Monaco,2025,105,38.62,1
Mongolia,2025,94,40.86,1
Montenegro,2025,100,39.9,1
Morocco,2025,86,43.06,1
Mozambique,2025,161,22.31,1
Myanmar,2025,173,20.54,1
Namibia,2025,110,37.08,1
Nauru,2025,160,22.48,1
Nepal,2025,106,38.5,1
Netherlands,2025,4,77.18,1
New Zealand,2025,37,62.7,1
Nicaragua,2025,163,22.23,1
Niger,2025,184,17.44,1
Nigeria,2025,70,50.79,1
North Macedonia,2025,107,37.57,1
Norway,2025,10,74.84,1
Oman,2025,61,56.29,1
Pakistan,2025,81,45.38,1
Palau,2025,151,23.8,1
Panama,2025,102,39.3,1
Papua New Guinea,2025,135,27.98,1
Paraguay,2025,111,36.84,1
Peru,2025,60,56.52,1
Philippines,2025,43,60.51,1
Poland,2025,24,69.14,1
Portugal,2025,28,66.09,1
Qatar,2025,54,58.61,1
Republic of Korea,2025,5,76.89,1
Republic of Moldova,2025,71,50.59,1
Romania,2025,57,56.73,1
Russian Federation,2025,49,59.57,1
Rwanda,2025,74,48.54,1
Saint Kitts and Nevis,2025,170,20.85,1
Saint Lucia,2025,142,26.66,1
Saint Vincent and the Grenadines,2025,166,21.5,1
Samoa,2025,154,23.46,1
San Marino,2025,112,35.89,1
Sao Tome and Principe,2025,180,18.37,1
Saudi Arabia,2025,15,71.57,1
Senegal,2025,96,40.64,1
Serbia,2025,40,60.96,1
Seychelles,2025,140,27.24,1
Sierra Leone,2025,175,19.68,1
Singapore,2025,7,76.42,1
Slovakia,2025,73,48.55,1
Slovenia,2025,36,62.71,1
Solomon Islands,2025,162,22.28,1
Somalia,2025,164,21.82,1
South Africa,2025,65,53.94,1
South Sudan,2025,194,12.2,1
Spain,2025,13,74.22,1
Sri Lanka,2025,80,45.6,1
State of Palestine,2025,115,35.54,1
Sudan,2025,186,16.21,1
Suriname,2025,181,18.37,1
Sweden,2025,23,69.45,1
Switzerland,2025,26,66.95,1
Syrian Arab Republic,2025,165,21.72,1
Taiwan,2025,31,64.81,1
Tajikistan,2025,130,29.08,1
Thailand,2025,34,63.22,1
Timor-Leste,2025,179,18.39,1
Togo,2025,124,30.59,1
Tonga,2025,156,23.11,1
Trinidad and Tobago,2025,120,32.73,1
Tunisia,2025,88,42.23,1
Türkiye,2025,53,58.91,1
Turkmenistan,2025,159,22.5,1
Tuvalu,2025,169,20.87,1
Uganda,2025,113,35.76,1
Ukraine,2025,41,60.84,1
United Arab Emirates,2025,19,69.86,1
United Kingdom of Great Britain and Northern Ireland,2025,3,77.75,1
United Republic of Tanzania,2025,93,41.45,1
United States of America,2025,1,88.36,1
Uruguay,2025,55,58.47,1
Uzbekistan,2025,62,56.11,1
Vanuatu,2025,132,28.55,1
"Venezuela, Bolivarian Republic of",2025,145,25.55,1
Viet Nam,2025,45,59.98,1
Yemen,2025,191,14.48,1
Zambia,2025,82,43.9,1
Zimbabwe,2025,126,29.53,1
